timestamp,appliance_power_usage,appliance_status_on_off,smart_thermostat_control
2024-09-01 00:00:00,1564.406373696132,0.9800676913664689,21.579253444033064
2024-09-01 00:01:00,1570.623906942892,0.9799240846289129,21.521274106439428
2024-09-01 00:02:00,1563.6394264184466,0.9804027206793375,21.564115119443585
2024-09-01 00:03:00,1566.0615520266003,0.9772993719747182,21.635060621142987
2024-09-01 00:04:00,1559.1036305995174,0.9803844720757214,21.65305396268481
2024-09-01 00:05:00,1565.2752554984695,0.9754172331845614,21.676128170103294
2024-09-01 00:06:00,1569.2280033802285,0.9836346463747839,21.508218416765096
2024-09-01 00:07:00,1566.9833339508473,0.9805877003953997,21.57407135009211
2024-09-01 00:08:00,1562.3268671373169,0.9785874784402963,21.62350645805416
2024-09-01 00:09:00,1555.9924176390737,0.9772233867391397,21.58963578950566
2024-09-01 00:10:00,1553.7752430849182,0.984834052449394,21.705318614189473
2024-09-01 00:11:00,1555.2535998477742,0.9845431257386742,21.60792109739861
2024-09-01 00:12:00,1554.6447528011277,0.9813508093935331,21.762556475226088
2024-09-01 00:13:00,1548.7449766437524,0.9835745020074012,21.770001882310847
2024-09-01 00:14:00,1558.539755588661,0.9786152633554215,21.626740734778338
2024-09-01 00:15:00,1548.9740625943864,0.982756581955569,21.747209425168833
2024-09-01 00:16:00,1556.0201362112418,0.9816570868421796,21.70774655216368
2024-09-01 00:17:00,1557.0338630626306,0.981920340647314,21.748066872795164
2024-09-01 00:18:00,1551.0827369175313,0.9864351066570832,21.765788442148047
2024-09-01 00:19:00,1553.5977349168188,0.9858542115026317,21.839831478168637
2024-09-01 00:20:00,1540.8101414370426,0.9825712601484545,21.728284364544482
2024-09-01 00:21:00,1539.3529029232507,0.9857201094398107,21.858696854473546
2024-09-01 00:22:00,1536.5835302704595,0.9892319876817777,21.839523842723928
2024-09-01 00:23:00,1545.4973133802862,0.989113704919275,21.811442996872533
2024-09-01 00:24:00,1535.279126258962,0.9831257826981084,21.90295309144914
2024-09-01 00:25:00,1539.6598082452954,0.9918075317166558,21.853916459711655
2024-09-01 00:26:00,1534.396310024316,0.988201626251109,21.82801481806999
2024-09-01 00:27:00,1530.456305192704,0.985636766695608,21.87956412089135
2024-09-01 00:28:00,1533.2382970655817,0.9923359758283712,21.765192672190196
2024-09-01 00:29:00,1543.0257168421138,0.9909647410545893,21.807273315791218
2024-09-01 00:30:00,1533.595703232958,0.9873088582065247,21.813171191505525
