timestamp,air_quality_index,voc_levels,pm2_5_levels
2024-09-01 00:00:00,49.73416397619224,195.19450891239129,12.105135319892058
2024-09-01 00:01:00,49.58629713684925,195.79889531146952,12.113053475996193
2024-09-01 00:02:00,49.57067315496165,195.6234060206379,12.098119034744185
2024-09-01 00:03:00,49.72685189631661,195.15771776754977,12.062254555258434
2024-09-01 00:04:00,49.52265958227445,196.16170084723007,12.09186227189015
2024-09-01 00:05:00,49.41496810622111,195.7443710593102,12.115177212138594
2024-09-01 00:06:00,49.444568902863324,197.19313040998222,12.12030350289126
2024-09-01 00:07:00,49.58586598282603,196.42040960037997,12.028216820681735
2024-09-01 00:08:00,49.687711266290194,196.16346103801862,12.11778787850839
2024-09-01 00:09:00,49.69153642985941,196.09356295805395,12.027538829327966
2024-09-01 00:10:00,49.62985221744043,197.54244532413753,12.016134547724795
2024-09-01 00:11:00,49.342726317819114,197.58945739271627,12.11601524325476
2024-09-01 00:12:00,49.35881114996169,196.5398611264204,12.06389664214738
2024-09-01 00:13:00,49.35698655943324,196.43701122011547,12.08708704795674
2024-09-01 00:14:00,49.250302416706525,197.18285232635418,12.08635498112216
2024-09-01 00:15:00,49.52503700219051,196.55355547965385,12.086837269524631
2024-09-01 00:16:00,49.417477664592376,196.90324014447108,11.9962571940429
2024-09-01 00:17:00,49.22939225705833,196.8898963650383,12.012247801214833
2024-09-01 00:18:00,49.30699015199922,197.76153872702614,11.998258275138582
2024-09-01 00:19:00,49.21990033614665,197.04340926497585,11.997748371615904
2024-09-01 00:20:00,49.46169103139911,197.98998421530624,12.002433317844831
2024-09-01 00:21:00,49.48364466962538,197.79664769258406,12.046996198146381
2024-09-01 00:22:00,49.099564589599915,197.89242105554302,12.02362560359268
2024-09-01 00:23:00,49.450918173996456,199.30016910210892,12.039255859605731
2024-09-01 00:24:00,49.203415323770834,199.07068877618494,11.997756898002272
2024-09-01 00:25:00,49.185597538443915,198.26389804273057,11.998494909041979
2024-09-01 00:26:00,49.23293895564497,199.15018526374482,11.959095978711671
2024-09-01 00:27:00,49.27414771149207,197.9037442080269,12.008093364966106
2024-09-01 00:28:00,49.124466850222646,199.8737730157414,11.95247303058267
2024-09-01 00:29:00,49.26244002342744,199.1442836614514,12.002658047068385
2024-09-01 00:30:00,49.1429820488571,199.64100262400345,12.052451571884959
2024-09-01 00:31:00,48.99671894038529,198.85559978091803,12.028295868833947
2024-09-01 00:32:00,49.20855287982323,200.29269434953716,11.963622444706612
2024-09-01 00:33:00,49.169429282966625,199.48227958486274,11.931439455047844
2024-09-01 00:34:00,49.047942910047006,200.14268474191482,12.024655280732091
2024-09-01 00:35:00,48.94865796112561,200.45135037783666,11.953315924212076
2024-09-01 00:36:00,49.29333499074785,200.79163649233067,11.927044628280083
2024-09-01 00:37:00,49.25476041196439,199.81783731586756,11.946867869553907
2024-09-01 00:38:00,48.844856638858666,200.14076221575777,11.906766140913884
2024-09-01 00:39:00,49.24185771856781,200.3989905257274,11.912649381714065
2024-09-01 00:40:00,48.999238120669276,199.70487579300377,11.946871609116696
2024-09-01 00:41:00,48.7875419758838,200.84745161372052,11.95114680633307
2024-09-01 00:42:00,49.006090235196204,199.67536422907114,11.898521692265462
2024-09-01 00:43:00,48.71853314578927,200.5442025765983,11.969148566135669
2024-09-01 00:44:00,48.84771059546568,200.80322966724535,11.901185611434164
2024-09-01 00:45:00,48.90797675486351,200.00790644976664,11.991076320381337
2024-09-01 00:46:00,49.0977713899015,201.76812536261812,11.907790070543564
2024-09-01 00:47:00,48.83595618745614,200.79046432071604,11.978747479790217
2024-09-01 00:48:00,48.88010545581156,200.53320983141649,11.937781001695814
2024-09-01 00:49:00,48.682674805611995,200.55663987007094,11.907537535447346
2024-09-01 00:50:00,49.013480088056234,200.73416844935207,11.893447248275809
2024-09-01 00:51:00,48.725337843232936,201.2874745430178,11.941222024829017
2024-09-01 00:52:00,48.8595781802113,202.27400064264202,11.964164500667877
2024-09-01 00:53:00,48.62873706331698,202.4444014062671,11.908231067446028
2024-09-01 00:54:00,48.85889307863097,201.68768522875507,11.863462123174676
2024-09-01 00:55:00,48.74746775306994,201.71744726622072,11.889880640940389
2024-09-01 00:56:00,48.79625419042588,202.46782998725783,11.83608416551148
2024-09-01 00:57:00,48.50161771658191,202.72013968496748,11.851054869914496
2024-09-01 00:58:00,48.64157979428837,201.81234704568644,11.936061797842328
2024-09-01 00:59:00,48.498344644043534,201.63141662034963,11.883030689085913
2024-09-01 01:00:00,48.75555284191606,202.25579887054872,11.841134957858179
2024-09-01 01:01:00,48.49324456300321,203.53092176360053,11.908697202130908
2024-09-01 01:02:00,48.82719004830523,202.30153705249074,11.885552878638741
2024-09-01 01:03:00,48.731545975029654,203.78327177922574,11.888745692445694
2024-09-01 01:04:00,48.810923734968334,202.48856150884777,11.853286243259328
2024-09-01 01:05:00,48.61346819288656,203.0956685968631,11.899580343873009
2024-09-01 01:06:00,48.49845763525335,203.90299948902444,11.940619837146773
2024-09-01 01:07:00,48.767465147675395,203.47880446539253,11.889487601022427
2024-09-01 01:08:00,48.554593655632985,202.4819980214666,11.883043104181947
2024-09-01 01:09:00,48.43807988839105,203.94072293560157,11.9262063069068
2024-09-01 01:10:00,48.56570320558691,202.58861741302093,11.940692344267799
2024-09-01 01:11:00,48.72876455943464,204.0281988807034,11.92939031160869
2024-09-01 01:12:00,48.38247920485474,203.10122723173964,11.862743981516193
2024-09-01 01:13:00,48.6051319325043,204.05986042782774,11.877464978832094
2024-09-01 01:14:00,48.44204608929924,202.51537434431253,11.931586814567126
2024-09-01 01:15:00,48.42809073332995,203.8886429268161,11.859101775031224
2024-09-01 01:16:00,48.590741511402136,203.1844146062505,11.878522359236662
2024-09-01 01:17:00,48.563518833015195,202.3486677230662,11.956957884350391
2024-09-01 01:18:00,48.59346883189431,204.14015314210985,11.968788038661893
2024-09-01 01:19:00,48.35594260039491,203.3682451387227,11.908249247837146
2024-09-01 01:20:00,48.562647233152944,203.96798881195585,11.92725290285318
2024-09-01 01:21:00,48.632463098752886,204.13766886141687,11.92293161010264
2024-09-01 01:22:00,48.5065519052962,204.29067935976275,11.921921818554654
2024-09-01 01:23:00,48.37497609828116,204.09869508564705,11.88105751111554
2024-09-01 01:24:00,48.49104517383737,203.68302349537768,11.962125921784063
2024-09-01 01:25:00,48.68735607307861,204.22070031434754,11.96821027818702
2024-09-01 01:26:00,48.30164456312128,204.04655519338974,11.897835708212694
2024-09-01 01:27:00,48.34382367736261,203.51176172640487,11.896114306533505
