timestamp,total_energy_consumption,energy_usage_forecast,energy_efficiency_levels
2024-09-01 00:00:00,96.09082155271157,102.62618380014081,94.34182640938855
2024-09-01 00:01:00,95.7467651684478,101.86005418989423,94.18012845380454
2024-09-01 00:02:00,95.60036593086548,101.8463147399182,93.957233553725
2024-09-01 00:03:00,96.13448872343241,102.29659443661713,94.52801754618332
2024-09-01 00:04:00,96.05470420554217,101.64486931494802,94.5157650664179
2024-09-01 00:05:00,96.59524316320203,102.00675583497681,94.60658933170146
2024-09-01 00:06:00,95.87634556673956,102.46242041421972,94.54663945092146
2024-09-01 00:07:00,96.76329208476237,102.09910994449976,94.69904809014322
2024-09-01 00:08:00,96.2976802580371,101.74660520020184,94.28916018554357
2024-09-01 00:09:00,96.5663343975655,102.2132223024679,94.51560018621547
2024-09-01 00:10:00,96.39020255633966,102.27337027688075,94.63950629358516
2024-09-01 00:11:00,96.99794042807521,102.43399007162735,94.2625165781946
2024-09-01 00:12:00,96.45107425166007,102.04245710132979,94.84755692709979
2024-09-01 00:13:00,96.7706867483276,101.91179047930656,94.76595268515757
2024-09-01 00:14:00,97.16280462959843,101.64507296996855,94.60747777060644
2024-09-01 00:15:00,96.6045663925231,102.03787176313726,95.23710200429112
2024-09-01 00:16:00,97.22386240909078,101.719558348907,94.59291142122346
2024-09-01 00:17:00,97.21894486176048,101.51140763985518,95.01862398917041
2024-09-01 00:18:00,96.86137828427798,101.903495791191,94.88361562503547
2024-09-01 00:19:00,97.199286402923,101.90673433062285,95.36763228862958
2024-09-01 00:20:00,97.72640267559593,102.06326038022738,94.80264145793427
2024-09-01 00:21:00,97.85976809417578,101.90286419177616,95.47058505819054
2024-09-01 00:22:00,97.24717170075293,101.87458190633848,95.55308710445837
2024-09-01 00:23:00,97.26774652877413,102.10514377694388,95.1313519452988
2024-09-01 00:24:00,97.58696629156873,101.81368550420542,95.33871989458038
2024-09-01 00:25:00,98.1519554451749,101.90031934881547,95.19976264191573
2024-09-01 00:26:00,97.66927674879825,101.2335501541729,95.27026093601322
2024-09-01 00:27:00,97.98340739039767,101.70068323334245,95.41131882599215
2024-09-01 00:28:00,98.28866297536096,101.9249999101134,95.52722410033925
2024-09-01 00:29:00,98.25565523779318,102.05049637916626,95.29383753676338
2024-09-01 00:30:00,98.4804132898862,101.55774039136571,95.62112167586747
2024-09-01 00:31:00,97.89672466138236,101.66922758512486,95.62015871565518
2024-09-01 00:32:00,98.05140346450543,101.81487348333397,95.3731750131004
