timestamp,room_temperature,humidity_levels,co2_levels
2024-09-01 00:00:00,22.853122769890717,41.4376149336093,417.67220298326464
2024-09-01 00:01:00,23.05070631191364,41.35185775872913,419.4411736480501
2024-09-01 00:02:00,22.974561254879163,41.16798676161668,416.8282972389489
2024-09-01 00:03:00,22.971158906080277,41.1188593831362,418.10128261931203
2024-09-01 00:04:00,22.884007250652836,41.15461697927706,419.1764460698074
2024-09-01 00:05:00,22.92904209587041,41.215858863166595,415.3286013212959
2024-09-01 00:06:00,22.956172894480712,41.20109411487058,417.0892599277901
2024-09-01 00:07:00,22.89049282578766,41.293710219717546,415.4249418331473
2024-09-01 00:08:00,22.897252959351988,41.26014500879601,415.4167547018558
2024-09-01 00:09:00,22.937178992237122,41.579882942274836,418.31295887870647
2024-09-01 00:10:00,22.756481193191487,41.31102903538162,416.95990189602367
2024-09-01 00:11:00,22.90691169455522,41.49248018616682,417.6044999300997
2024-09-01 00:12:00,22.724352481510195,41.419391331257316,416.0884399329704
2024-09-01 00:13:00,22.891113681519137,41.402492870237424,415.3852816614306
2024-09-01 00:14:00,22.760988827352648,41.58125632874308,414.9397634989116
2024-09-01 00:15:00,22.772810515505192,41.530697272053395,417.1294160159902
2024-09-01 00:16:00,22.75607227266793,41.32722386918862,416.6343060961552
2024-09-01 00:17:00,22.774291689808233,41.6101773350595,415.51748084122386
2024-09-01 00:18:00,22.6681043927466,41.36450712160082,417.0224057204227
2024-09-01 00:19:00,22.630066651896655,41.583616109104675,415.2290608708498
2024-09-01 00:20:00,22.71091767837595,41.79270046661187,417.99679539428564
2024-09-01 00:21:00,22.5940282164297,41.440149354669764,416.4033655255118
2024-09-01 00:22:00,22.6942356430672,41.613523110056235,414.8911239914549
2024-09-01 00:23:00,22.772029135426745,41.72922346193416,415.06507986988765
2024-09-01 00:24:00,22.599148570866415,41.49605715596065,416.96241698856693
2024-09-01 00:25:00,22.604567057165866,41.57419325628171,416.1103092240388
2024-09-01 00:26:00,22.68809823357294,41.61589275467235,418.28472948461587
2024-09-01 00:27:00,22.708208517548858,41.86918563346187,415.4154175165976
2024-09-01 00:28:00,22.61789664310576,41.87759084373729,418.10456240907325
2024-09-01 00:29:00,22.69855506709064,41.86741857637741,415.95272824523505
2024-09-01 00:30:00,22.671355033825204,41.601319560294904,416.46264366946434
2024-09-01 00:31:00,22.501616845172723,41.80338605275286,415.58504971606584
2024-09-01 00:32:00,22.676959895690125,41.8188846223473,416.4953376459616
2024-09-01 00:33:00,22.61132572244836,41.73895237513764,415.1479986233253
2024-09-01 00:34:00,22.462021423015777,41.965860578866916,417.71779891038335
2024-09-01 00:35:00,22.483627857209516,41.84361392633866,414.4656911244423
2024-09-01 00:36:00,22.61156525809746,41.79464083250248,414.13402352150155
2024-09-01 00:37:00,22.604250641388404,41.786477891942035,415.6799702060841
2024-09-01 00:38:00,22.557109403784608,41.75528574358883,414.70445585709996
2024-09-01 00:39:00,22.556008236925305,42.01621301260726,413.84419786012484
2024-09-01 00:40:00,22.523117997201236,41.916599148270436,413.9770074083516
2024-09-01 00:41:00,22.57264971371415,41.82027239731583,415.3645511148119
2024-09-01 00:42:00,22.447889310046758,41.776721094532164,417.39983893163156
2024-09-01 00:43:00,22.539950436875618,42.0363390034303,417.04605639865963
2024-09-01 00:44:00,22.447013828357456,42.07600468066565,417.63416716642166
2024-09-01 00:45:00,22.515984733744503,42.15017355981136,413.84608728144804
2024-09-01 00:46:00,22.353043497893925,42.022506982846295,414.76368040234115
2024-09-01 00:47:00,22.32845345975249,42.01604682226702,416.0489089561144
2024-09-01 00:48:00,22.353368590765694,42.016083934899186,413.7888333107752
2024-09-01 00:49:00,22.460448850638745,42.13393515244545,417.17452011376713
2024-09-01 00:50:00,22.46374022752384,42.028751935712144,413.74754522549136
2024-09-01 00:51:00,22.270674205047996,42.17616522793999,413.4707354834312
2024-09-01 00:52:00,22.254209891480247,42.13312128015661,415.99439719796266
2024-09-01 00:53:00,22.258141593806894,42.02138627747962,413.9414437095125
2024-09-01 00:54:00,22.35892698092964,42.04562448529892,415.00213383219585
2024-09-01 00:55:00,22.255737964934784,41.99568099037329,415.7289602290852
2024-09-01 00:56:00,22.27557975813025,42.36152695456749,414.6412382293266
2024-09-01 00:57:00,22.26791395320474,42.14784494063871,413.48603324691663
2024-09-01 00:58:00,22.373390849691972,42.086969631647364,413.1369546542466
2024-09-01 00:59:00,22.266811934200568,42.437999106114795,416.5069291652143
2024-09-01 01:00:00,22.260783145731864,42.49239166386868,413.07008599220177
2024-09-01 01:01:00,22.264743523322363,42.389431063855554,414.4824808110096
2024-09-01 01:02:00,22.281874570507906,42.33914996423522,415.3510878226544
2024-09-01 01:03:00,22.15565866515337,42.29801535772371,414.5420643362389
2024-09-01 01:04:00,22.128891127932814,42.1812725983802,412.10547137606
2024-09-01 01:05:00,22.082211400036147,42.25974213074844,414.74519786709965
2024-09-01 01:06:00,22.17138370465308,42.41595666870756,411.7912140662377
2024-09-01 01:07:00,22.093112478203363,42.23183181991753,412.6684726732473
2024-09-01 01:08:00,22.20030084227474,42.2088161282978,413.49813702656286
2024-09-01 01:09:00,22.13765200349813,42.22481295724423,412.7250269204071
2024-09-01 01:10:00,22.163868326881186,42.35942683297619,414.2569968371784
2024-09-01 01:11:00,22.012332523891935,42.37612804133139,411.4343403068057
2024-09-01 01:12:00,21.98674415764583,42.16585423552013,410.64756742342763
2024-09-01 01:13:00,22.04022211018243,42.359926250589645,410.22541591095677
2024-09-01 01:14:00,21.994578060523292,42.18959250864818,410.44083331706497
2024-09-01 01:15:00,22.08686529744816,42.55349516962195,411.45680517442474
2024-09-01 01:16:00,22.087686434555817,42.40083696833518,409.22888126659046
2024-09-01 01:17:00,21.96785405561683,42.36248461933821,410.8720916791884
2024-09-01 01:18:00,21.94532348680185,42.44331534641689,410.26508725663183
2024-09-01 01:19:00,22.056351744695643,42.24031114110317,410.1549634072089
2024-09-01 01:20:00,21.919103600829146,42.58677789607191,410.66387229252996
2024-09-01 01:21:00,21.862712549614656,42.445251768568376,407.82872587038446
2024-09-01 01:22:00,21.914451141616233,42.239601014896735,408.7582112100879
2024-09-01 01:23:00,21.991751503619508,42.26165235195608,408.1155093301826
