timestamp,camera_feed_status,video_data_feed,suspicious_activity_alerts
2024-09-01 00:00:00,0.9776023352946371,513.9550654889443,0.0
2024-09-01 00:01:00,0.9814428695361256,512.4412530540967,0.0
2024-09-01 00:02:00,0.9782635826992162,513.6288549859051,0.0
2024-09-01 00:03:00,0.9798917455081178,515.0903035251711,0.0
2024-09-01 00:04:00,0.9844848359077962,515.5372508480835,0.0
2024-09-01 00:05:00,0.977215628879499,513.9511579401332,0.0
2024-09-01 00:06:00,0.9770901971966964,514.6127805164153,0.0
2024-09-01 00:07:00,0.9815382306815698,510.50162460012643,0.0
2024-09-01 00:08:00,0.9820405852009472,510.7504055458508,0.0
2024-09-01 00:09:00,0.9761156145954146,511.9386045181291,0.0
2024-09-01 00:10:00,0.9773015836355309,514.5105404869337,0.0
2024-09-01 00:11:00,0.9783433047605252,510.5581878284574,0.0
2024-09-01 00:12:00,0.9810511431426411,513.2671307230626,0.0
2024-09-01 00:13:00,0.978120175018225,513.967606980104,0.0
2024-09-01 00:14:00,0.9718309890663469,510.7208292265286,0.0
2024-09-01 00:15:00,0.9765364795941796,510.0170264512912,0.0
2024-09-01 00:16:00,0.9750651204255333,510.3779420056685,0.0
2024-09-01 00:17:00,0.9762085546199055,510.8906797187658,0.0
2024-09-01 00:18:00,0.9736301038903421,513.602244290907,0.0
2024-09-01 00:19:00,0.9776644836904872,513.0496740120769,0.0
2024-09-01 00:20:00,0.9772421605476567,510.6663763050702,0.0
2024-09-01 00:21:00,0.9692421846891672,509.6167488566178,0.0
2024-09-01 00:22:00,0.973093551920021,508.11548456346515,0.0
2024-09-01 00:23:00,0.9721881058476302,511.067311563505,0.0
2024-09-01 00:24:00,0.9703046146766099,509.89280452491465,0.0
2024-09-01 00:25:00,0.9730918342793843,511.103324177882,0.0
2024-09-01 00:26:00,0.9720414387764398,511.203838796425,0.0
2024-09-01 00:27:00,0.9680803211887258,509.43987887111484,0.0
2024-09-01 00:28:00,0.9714881561224419,508.8952848274752,0.0
2024-09-01 00:29:00,0.9733494743980421,510.31339237026316,0.0
2024-09-01 00:30:00,0.9687037596632629,509.7932997191658,0.0
2024-09-01 00:31:00,0.9706067049834987,511.41027963615693,0.0
2024-09-01 00:32:00,0.9701882700939582,507.7102252830785,0.0
2024-09-01 00:33:00,0.9687605335064073,506.35275908110503,0.0
2024-09-01 00:34:00,0.962366197528838,506.4535159972411,0.0
2024-09-01 00:35:00,0.9712423838902614,510.02661869335583,0.0
2024-09-01 00:36:00,0.9672376905423531,510.4854082984373,0.0
2024-09-01 00:37:00,0.9669956269687818,507.6523589087969,0.0
2024-09-01 00:38:00,0.9625363755644192,509.96979046001536,0.0
2024-09-01 00:39:00,0.962703207288644,509.4863326149174,0.0
2024-09-01 00:40:00,0.9639407614396771,505.0473104686121,0.0
2024-09-01 00:41:00,0.9604064391019641,509.44549399565375,0.0
2024-09-01 00:42:00,0.9657748658781828,509.0072624987003,0.0
2024-09-01 00:43:00,0.9625545199564742,505.2475745465195,0.0
2024-09-01 00:44:00,0.9636072313170104,507.0543212216571,0.0
2024-09-01 00:45:00,0.9607908391761962,506.3326867207183,0.0
2024-09-01 00:46:00,0.9641474875065986,507.25467154904015,0.0
2024-09-01 00:47:00,0.9624296449257541,507.6019010717311,0.0
2024-09-01 00:48:00,0.9637551633217586,503.7905077077617,0.0
2024-09-01 00:49:00,0.963274483771305,504.4587770640063,0.0
2024-09-01 00:50:00,0.9558601229550675,506.6383428853419,0.0
2024-09-01 00:51:00,0.9628917983015342,503.67281012521676,0.0
2024-09-01 00:52:00,0.9572097162049409,503.45296041464496,0.0
2024-09-01 00:53:00,0.9550496823119162,507.5051302784019,0.0
2024-09-01 00:54:00,0.9569259788790409,505.3215529122384,0.0
2024-09-01 00:55:00,0.9574974743946472,505.50800342918905,0.0
2024-09-01 00:56:00,0.9542571071592587,505.80686375749747,0.0
2024-09-01 00:57:00,0.959734423141212,502.5234851792691,0.0
2024-09-01 00:58:00,0.9593624474365045,503.39516486477055,0.0
2024-09-01 00:59:00,0.9526479383012956,503.9404727813349,0.0
2024-09-01 01:00:00,0.9553183967195439,504.94082741228016,0.0
2024-09-01 01:01:00,0.9546988849558588,501.8600723339622,0.0
2024-09-01 01:02:00,0.9560339117913327,502.1960229494867,0.0
2024-09-01 01:03:00,0.9598065407052494,502.07726603893565,0.0
2024-09-01 01:04:00,0.958538639121693,501.7900492382307,0.0
2024-09-01 01:05:00,0.9571074423622172,503.02088231414285,0.0
2024-09-01 01:06:00,0.9544952978623267,501.0232813813254,0.0
2024-09-01 01:07:00,0.9569776624125621,503.3429668085153,0.0
2024-09-01 01:08:00,0.9577005085819572,500.24442732288946,0.0
2024-09-01 01:09:00,0.9591536660088751,501.4981242518898,0.0
2024-09-01 01:10:00,0.9550081346712788,499.21995152850496,0.0
2024-09-01 01:11:00,0.9543783143595227,498.3675737392012,0.0
2024-09-01 01:12:00,0.9579031412551929,498.8556935492852,0.0
2024-09-01 01:13:00,0.9591567242994281,500.80396663263895,0.0
2024-09-01 01:14:00,0.9611422204782152,496.5830123740296,0.0
2024-09-01 01:15:00,0.9650637180700108,496.8804861036243,0.0
2024-09-01 01:16:00,0.9649953567461549,495.7342843849008,0.0
2024-09-01 01:17:00,0.9630907389092352,494.4855507144872,0.0
